url,ville,nom,note,adresse,description,insee,lat,lon,date,pluiew_mean,tw_mean,lat_h,lon_h
https://www.booking.com/hotel/fr/chaux-et-cristal.fr.html,Gorges du Verdon,CASA ANANTA Appartements bien-être aux portes du Verdon Refuge slow Life et sensoriel jusqu à 12 pers,9.2,"67 Rue de la Fontaine, 04120 La Garde, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement CASA ANANTA Appartements bien-être aux portes du Verdon Refuge slow Life et sensoriel jusqu à 12 pers.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’établissement CASA ANANTA Appartements bien-être aux portes du Verdon Refuge slow Life et sensoriel jusqu à 12 pers se situe à La Garde, à 14 km de ce lieu d’intérêt : Golf du Château de Taulane. Il possède des hébergements avec une connexion Wi-Fi gratuite et un coin salon.

Les hébergements comprennent la climatisation et une télévision. Vous bénéficierez d’une cuisine entièrement équipée avec un coin repas, ainsi que d’une salle de bains privative comportant une douche, des articles de toilette gratuits et un sèche-cheveux. Un réfrigérateur, une plaque de cuisson et un grille-pain sont également à disposition, de même qu’une machine à café et une bouilloire.

L'aéroport le plus proche (Aéroport de Nice-Côte d'Azur) est à 79 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.81563,6.64449
https://www.booking.com/hotel/fr/appartement-rdc-avec-terrasse-privee.fr.html,Gorges du Verdon,Appartement RDC avec terrasse privée,,"24 Boulevard de la République, 04120 Castellane, France","L’hébergement Appartement RDC avec terrasse privée se trouve à Castellane, à 19 km de ce lieu d’intérêt : Golf du Château de Taulane. Vous pourrez pratiquer le vélo dans les environs. Cet hébergement offre une vue sur le jardin et met à votre disposition une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.

Disposant d’une terrasse et offrant une vue sur la montagne, cet appartement comprend 1 chambre, un salon, une télévision à écran plat, une cuisine équipée avec un réfrigérateur et un four, ainsi que 1 salle de bains avec une douche. Des serviettes et du linge de lit moyennant des frais supplémentaires.

Vous pourrez pratiquer la randonnée, le ski et la planche à voile dans les environs. L’établissement Appartement RDC avec terrasse privée possède des installations de sports nautiques.

L'aéroport le plus proche (Aéroport de Nice-Côte d'Azur) est à 84 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.84586,6.51318
https://www.booking.com/hotel/fr/cote-verdon-greoux-les-bains.fr.html,Gorges du Verdon,Coté Verdon Avec Coin Spa,9.4,"Chemin de la Grande Aubergé, 04800 Gréoux-les-Bains, France","L’hébergement Coté Verdon Avec Coin Spa se trouve à Gréoux-les-Bains, à respectivement 17 km et 23 km de ces lieux d’intérêt : Agence ITER de Cadarache et Golf du Luberon. Il propose une piscine extérieure ouverte en saison et la climatisation. Cet appartement comprend une piscine privée, un jardin, un barbecue, un parking privé gratuit et une connexion Wi-Fi gratuite.

Cet appartement comporte 2 chambres, 1 salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse offrant une vue sur la montagne.

L’établissement Coté Verdon Avec Coin Spa dispose d’un bain à remous.

L’établissement se situe à 79 km de l’aéroport le plus proche (Aéroport de Marseille Provence) et propose un service de navette aéroport payant. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.75134,5.87702
https://www.booking.com/hotel/fr/la-ferme-du-petit-segries.fr.html,Gorges du Verdon,La Ferme du petit Ségriès Bed and Breakfast,9.0,"Le Petit Segries, 04360 Moustiers-Sainte-Marie, France","Situé à Moustiers-Sainte-Marie, l’établissement La Ferme du petit Ségriès Bed and Breakfast comprend une connexion Wi-Fi gratuite, un jardin, une terrasse et un bar.

Certains logements comprennent un balcon avec vue sur le jardin, une cuisine entièrement équipée et une salle de bains privative avec une douche.

Si vous souhaitez découvrir la région, vous aurez la possibilité de pratiquer le vélo dans les environs.

Vous séjournerez à respectivement 48 km et 36 km de ces lieux d’intérêt : Agence ITER de Cadarache et Golf de Digne-les-Bains. L'aéroport le plus proche (Aéroport de Marseille Provence) est à 118 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.8576,6.18992
https://www.booking.com/hotel/fr/relais-notre-dame.fr.html,Gorges du Verdon,Le Relais Notre Dame,9.0,"Route de Montmeyan, 04500 Quinson, France","Situé à l'entrée du village de Quinson, à côté du musée de la préhistoire, l'établissement Le Relais Notre Dame vous accueille à 300 mètres du Verdon et à 20 minutes de route du lac de Sainte-Croix. Il possède une piscine extérieure et un restaurant agrémenté d'une terrasse.

Affichant une décoration moderne et méditerranéenne, toutes les chambres sont équipées d'une connexion Wi-Fi gratuite. Les salles de bains privatives sont pourvues d'une baignoire ou d'une douche, ainsi que d'articles de toilette gratuits.

Vous pourrez apprécier votre petit-déjeuner dans la salle prévue à cet effet ou dans le confort de votre chambre. Le restaurant de l'hôtel propose un menu de saison, élaboré avec des produits frais et locaux, ainsi qu'une sélection de vins provenant du bar.

Durant votre séjour, vous pourrez vous détendre sur les chaises longues au bord de la piscine ou profiter des jardins colorés du Relais Notre Dame. L'hôtel met également à votre disposition un parking privé gratuit sur place. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.69619,6.03777
https://www.booking.com/hotel/fr/charme-de-la-provence-riez.fr.html,Gorges du Verdon,Charme de la Provence classé 3 étoiles,9.1,"1 Pass. F de Clugny, 04500 Riez, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Charme de la Provence classé 3 étoiles.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Charme de la Provence classé 3 étoiles vous accueille à Riez, à respectivement 35 km et 42 km de ces lieux d’intérêt : Golf de Digne-les-Bains et Golf du Luberon. Il propose une connexion Wi-Fi gratuite et la climatisation.

Cet appartement comporte 2 chambres, une cuisine avec un réfrigérateur et un lave-vaisselle, ainsi que 1 salle de bains avec une douche, un sèche-cheveux et un lave-linge. Des serviettes et du linge de lit sont à votre disposition.

L'aéroport le plus proche (Aéroport de Marseille Provence) est à 109 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.86419,6.08816
https://www.booking.com/hotel/fr/verdon-appartement-d-architecte.fr.html,Gorges du Verdon,Verdon - Appartement d'Architecte,9.3,"6 Route nationale, 83840 Comps-sur-Artuby, France","L’hébergement Verdon - Appartement d'Architecte se trouve à Comps-sur-Artuby, dans la région Provence-Alpes-Côte d'Azur. Il comprend un patio. Cet appartement propose une terrasse et une connexion Wi-Fi gratuite.

Cet appartement compte 1 chambre, une cuisine avec un réfrigérateur et un four, une télévision à écran plat, un coin salon, ainsi que 1 salle de bains comportant une douche. Des serviettes et du linge de lit sont disponibles.

L'aéroport le plus proche (Aéroport de Nice-Côte d'Azur) est à 95 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.70954,6.50851
https://www.booking.com/hotel/fr/le-colombier-moustiers-sainte-marie.fr.html,Gorges du Verdon,Hôtel Le Colombier,9.4,"166 Route de La Palud, 04360 Moustiers-Sainte-Marie, France","Installé à 1 km du cœur du village de Moustiers-Sainte-Marie, l’Hôtel Le Colombier n’est qu’à 5 km du lac de Sainte-Croix. Cette maison provençale dispose d'un spa, de 2 bains à remous et d'un court de tennis. Une connexion Wi-Fi gratuite est à votre disposition.

Décorées avec un mobilier de style provençal, toutes les chambres climatisées du Colombier offrent une vue panoramique sur la vallée ou les rochers de Moustiers et sont pourvues d’une télévision par satellite à écran plat.

Le Colombier met à votre disposition un parking privé gratuit et un garage pour les voitures, les vélos et les motos. Vous pourrez pratiquer plusieurs activités de loisirs dans les environs, notamment le rafting, le parapente et le canyoning. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.84009,6.22239
https://www.booking.com/hotel/fr/la-bastide-des-cades-aiguines.fr.html,Gorges du Verdon,La Bastide des Cades,9.0,"Chemin de l'Estay, Champerlan, 83630 Aiguines, France","Proposant une piscine extérieure ouverte en saison à Aiguines, l’établissement La Bastide des Cades propose une connexion Wi-Fi gratuite et un parking privé gratuit.

Les hébergements comprennent une terrasse, une télévision à écran plat, ainsi qu’une salle de bains privative comportant un sèche-cheveux.

Un petit-déjeuner continental est servi sur place.

Lors de votre séjour, vous pourrez vous détendre dans le jardin.

L'aéroport le plus proche (Aéroport de Toulon - Hyères) est à 116 km. Un service de navette aéroport payant peut être assuré par l’établissement. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.76399,6.24305
https://www.booking.com/hotel/fr/lou-figoun.fr.html,Gorges du Verdon,Lou Figoun,9.4,"5 Mas Grysélien Route de Valensole, 04800 Gréoux-les-Bains, France","Situé à Gréoux-les-Bains, l’hébergement Lou Figoun offre une vue sur le jardin. Il propose une terrasse et une connexion Wi-Fi gratuite. Cet hébergement est installé à 22 km de : Golf du Luberon. Il comprend un jardin et un parking privé gratuit.

Cette maison de vacances avec climatisation se compose de 2 chambres séparées, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et un lave-vaisselle, ainsi que de 1 salle de bains. Des serviettes et du linge de lit sont mis à votre disposition.

L'aéroport le plus proche (Aéroport de Marseille Provence) est à 90 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",41440,43.7496562,6.3285616,2025-10-06,0.3999999999999999,10.871428571428572,43.75818,5.88813
https://www.booking.com/hotel/fr/david-la-tour-du-crieu.fr.html,Ariege,David,10.0,"34 bis Chemin du Carrerot, 09100 La Tour-du-Crieu, France","Situé à La Tour-du-Crieu, l’hébergement David offre une vue sur le jardin. Il possède une terrasse et une connexion Wi-Fi gratuite. Cet hébergement est installé à 16 km de : La ferme aux bisons. Il propose un jardin et un parking privé gratuit.

Cette villa avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont disponibles.

Vous séjournerez à respectivement 20 km et 21 km de ces lieux d’intérêt : Château de Foix et Rivière souterraine de Labouiche. L'aéroport le plus proche (Aéroport de Toulouse-Blagnac) est à 79 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,43.10563,1.64728
https://www.booking.com/hotel/fr/gastezimmer-princess.fr.html,Ariege,Boutiquezimmer Princesse,10.0,"Rimbaut, 09500 Mirepoix, France","L’hébergement Boutiquezimmer Princesse se situe à Mirepoix, à respectivement 19 km et 31 km de ces lieux d’intérêt : La ferme aux bisons et Fontaine intermittente Fontestorbes. Il propose une connexion Wi-Fi gratuite, la climatisation, une piscine extérieure ouverte en saison et une terrasse. Cet appartement comprend une piscine privée, un jardin et un parking privé gratuit.

L'hébergement comporte également 1 salle de bains

Vous séjournerez à respectivement 33 km et 34 km de ces lieux d’intérêt : Château de Montségur et Musée historique et archéologique de Montségur. L'aéroport le plus proche (Aéroport de Carcassonne) est à 42 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,43.10631,1.86595
https://www.booking.com/hotel/fr/la-maison-de-gourbit.fr.html,Ariege,La Maison de Gourbit,10.0,"103 Rue de la Taychounière, 09400 Rabat-les-Trois-Seigneurs, France","Offrant une vue sur le jardin, l’hébergement La Maison de Gourbit vous accueille à Rabat-les-Trois-Seigneurs, à respectivement 37 km et 7,6 km de ces lieux d’intérêt : Col de la Crouzette et Bédeilhac. Cet hébergement offre une vue sur la montagne et possède un jardin ainsi qu’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.

Cette maison de vacances comporte 3 chambres, une cuisine, un coin salon et une télévision à écran plat.

Vous pourrez profiter d'une terrasse bien exposée.

Vous séjournerez à respectivement 10 km et 13 km de ces lieux d’intérêt : Grotte de Lombrives et Grotte de Niaux. L'aéroport le plus proche (Aéroport de Carcassonne) est à 95 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,42.85588,1.55564
https://www.booking.com/hotel/fr/le-logis-des-abeilles.fr.html,Ariege,le logis des abeilles,10.0,"2 Rue du Ferrié Le village Le village, 09500 Lapenne, France","Situé à Lapenne, l’hébergement le logis des abeilles offre une vue sur la montagne. Il comprend un jardin, un salon commun, une terrasse et une connexion Wi-Fi gratuite. Cet hébergement possède une cuisine commune et est installé à 3,5 km de : La ferme aux bisons.

Cette maison de vacances compte 1 chambre, une cuisine avec un réfrigérateur et un lave-vaisselle, une télévision à écran plat, un coin salon, ainsi que 1 salle de bains possédant une douche. Des serviettes et du linge de lit sont à votre disposition.

Vous pourrez profiter d’un barbecue sur place et pratiquer la randonnée dans les environs.

Vous séjournerez à respectivement 33 km et 34 km de ces lieux d’intérêt : Château de Foix et Rivière souterraine de Labouiche. L'aéroport le plus proche (Aéroport de Carcassonne) est à 53 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,43.14556,1.7506
https://www.booking.com/hotel/fr/studio-la-lauze.fr.html,Ariege,Studio La LAUZE,9.5,"17 Avenue Théophile Delcassé, 09110 Ax-les-Thermes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Studio La LAUZE.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 Situé à Ax-les-Thermes, l’hébergement Studio La LAUZE offre une vue sur le cours d’eau. Il possède un restaurant, un bar, un casino et une connexion Wi-Fi gratuite. Cet hébergement avec climatisation est installé à 49 km de : Meritxell sanctuary.

Disposant d’une terrasse avec vue sur la montagne, l'hébergement comporte également une télévision à écran plat par satellite, une cuisine bien équipée avec un réfrigérateur, un four et un micro-ondes, ainsi que 1 salle de bains avec une douche et un sèche-cheveux.

Cet établissement dispose d’une aire de jeux pour enfants. Si vous souhaitez découvrir la région, vous aurez la possibilité de pratiquer la randonnée, le ski et la pêche dans les environs. Un service de location d'équipement de ski est assuré sur place.

Vous séjournerez à respectivement 23 km et 30 km de ces lieux d’intérêt : Grotte de Lombrives et Grotte de Niaux. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,42.72588,1.8309
https://www.booking.com/hotel/fr/appartement-centre-ville-mirepoix.fr.html,Ariege,Appartement Centre Ville,9.6,"Appartement - 1er Etage 12 Rue Maréchal Clauzel, 09500 Mirepoix, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Appartement Centre Ville.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Appartement Centre Ville se trouve à Mirepoix, à respectivement 19 km et 28 km de ces lieux d’intérêt : La ferme aux bisons et Fontaine intermittente Fontestorbes. Il propose une connexion Wi-Fi gratuite, un bar et la climatisation. Cet hébergement offre une vue sur la ville et est installé à respectivement 31 km et 31 km de : Château de Montségur et Musée historique et archéologique de Montségur.

Cet appartement comprend 1 chambre, une télévision à écran plat avec les chaînes du satellite, une kitchenette équipée avec un réfrigérateur et un micro-ondes, un lave-linge, ainsi que 1 salle de bains avec une douche. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à respectivement 36 km et 36 km de ces lieux d’intérêt : Château de Foix et Rivière souterraine de Labouiche. L'aéroport le plus proche (Aéroport de Carcassonne) est à 41 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",91960,42.9455368,1.4065544,2025-10-06,1.4857142857142858,13.085714285714287,43.08796,1.87263
